Sample_ID,Country,Longitude,Latitude,Depth_m,d18O,d2H
Sample1091,India,88.573,22.956,128,-4.7,-30.3
Sample1092,Bangladesh,89.307,23.723,128,-4.5,-28
Sample1093,India,88.43,23.25,128,-5.2,-35
Sample1094,Bangladesh,90.49248,23.64724,128.016,-3.89,-24.01
Sample1095,Bangladesh,90.389,23.728,129,-5.59,-35.1
Sample1096,India,88.59,23.03,129,-3.6,-29
Sample1097,India,88.628044,23.238551,130.3333333,-4.505,-30.684
Sample1098,India,88.740426,23.22017,131,-3.968,-31.307
Sample1099,India,88.679045,23.173804,132,-4.27,-30.391
Sample1100,Bangladesh,89.139,23.231,132,-2.6,-20
Sample1101,India,88.34193,22.4909,132,-5.3,-35.8
Sample1102,India,88.45,23.5,132,-5.4,-36
Sample1103,India,88.45,22.58,132,-5.1,-33
Sample1104,India,88.591,22.984,133,-5.3,-34.6
Sample1105,India,88.34351,22.49752,133,-5.6,-37.6
Sample1106,India,88.593,22.984,134,-4.7,-30.4
Sample1107,India,88.59,22.986,134,-4.8,-32.9
Sample1108,India,88.609,22.954,134,-4.9,-31.5
Sample1109,India,88.557,23.016,134,-4.5,-29.9
Sample1110,India,88.604,22.96,134,-4.4,-30.6
Sample1111,India,88.567,22.945,134,-5.2,-34
Sample1112,India,88.565,22.947,134,-3.6,-25.5
Sample1113,India,88.635,22.975,134,-4.8,-30.2
Sample1114,Bangladesh,89.141,23.506,134,-4.7,-29
Sample1115,Bangladesh,89.262443,23.294993,134.3333333,-4.79,-30.803
Sample1116,Bangladesh,91.0527,23.6059,135,-5.05,-32.9
Sample1117,Bangladesh,90.406,23.792,136,-4.94,-30.7
Sample1118,India,88.490675,22.741755,137,-4.31,-28.5
Sample1119,India,88.521,23.024,137,-4.5,-29.9
Sample1120,India,88.597997,22.892439,137,-3.285,-24.687
Sample1121,Bangladesh,90.002,23.869,137,-6.49,-42.9
Sample1122,India,88.3851,22.56168,137,-4.4,-27.3
Sample1123,India,88.38875,22.57578,137,-4.6,-28.9
Sample1124,India,88.40128,22.4907,137,-4.9,-30.5
Sample1125,India,88.38777,22.51133,137,-4.6,-28.4
Sample1126,India,88.35678,22.48767,137,-5.2,-34.1
Sample1127,India,88.33749,22.46432,137,-5.6,-36.6
Sample1128,India,88.3296,22.49707,137,-3.5,-21.8
Sample1129,India,88.34667,22.47673,137,-4.9,-32.1
Sample1130,India,88.3759,22.45548,137,-4.6,-32.6
Sample1131,India,88.37018,22.46288,137,-4.6,-30.9
Sample1132,Bangladesh,90.4262,23.69129,137.16,-4.49,-30.03
Sample1133,India,88.571144,23.254377,137.6666667,-5.442,-35.584
Sample1134,India,88.533,23.018,140,-4.5,-30
Sample1135,India,88.51,23.52,140,-5.1,-34
Sample1136,India,88.58528333,23.02123333,140.208,-3.99507875,-25.98640203
Sample1137,India,88.58795,23.02,140.208,-3.95791365,-25.39404151
Sample1138,India,88.564,22.95,143,-4.9,-31.2
Sample1139,India,88.58271667,23.01901667,143.256,-3.75306128,-25.24951678
Sample1140,India,88.588592,22.856231,143.6666667,-4.415,-28.944
Sample1141,India,88.58,22.956,144,-4.4,-28.6
Sample1142,India,88.774213,23.2182,144,-3.116,-22.946
Sample1143,India,88.973568,23.210837,144.6666667,-4.414,-29.787
Sample1144,India,88.533,23.024,146,-5,-32.2
Sample1145,Bangladesh,90.383,23.728,146,-5.03,-33.9
Sample1146,India,88.77,22.74,148,-5.1,-33
Sample1147,Bangladesh,90.36837528,23.74139054,149,-4.95,-33.2
Sample1148,India,88.69,22.87,151,-3.8,-26
Sample1149,India,88.72,22.71,151,-4.5,-28
Sample1150,India,88.564773,23.197281,151.6666667,-5.781,-39.506
Sample1151,India,88.589,22.95,152,-5.3,-33.3
Sample1152,India,88.585,22.989,152,-5,-32
Sample1153,India,88.589,22.987,152,-5.1,-33.1
Sample1154,India,88.577,22.998,152,-5.1,-31.5
Sample1155,India,88.589,22.95,152,-5.2,-32.7
Sample1156,India,88.529,22.942,152,-4.7,-30.7
Sample1157,India,88.581,22.993,152,-4.5,-30.9
Sample1158,India,88.533,22.968,152,-4.2,-27.7
Sample1159,India,88.558,23.015,152,-4.23,-28.7
Sample1160,India,88.555,23.013,152,-4.56,-30.2
Sample1161,India,88.595,23.016,152,-4.71,-31
Sample1162,India,88.602,23.005,152,-4.67,-30.2
Sample1163,India,88.603,23.003,152,-4.79,-30.6
Sample1164,India,88.599,23,152,-4.52,-30.6
Sample1165,India,88.598,23.001,152,-4.68,-29.9
Sample1166,India,88.604,23.011,152,-4.72,-30.7
Sample1167,India,88.601,23.006,152,-4.8,-30.9
Sample1168,India,88.588,23.02,152,-4.53,-30.2
Sample1169,India,88.635,22.974,152,-4.56,-30.5
Sample1170,India,88.634,22.975,152,-4.68,-30
Sample1171,India,88.631,22.977,152,-4.91,-31.9
Sample1172,India,88.622,22.898,152,-4.85,-31.5
Sample1173,India,88.564,22.936,152,-4.83,-30.3
Sample1174,India,88.599,22.98,152,-4.9,-30.8
Sample1175,India,88.561,22.956,152,-4.38,-29.2
Sample1176,India,88.568,22.913,152,-4.56,-29.2
Sample1177,Bangladesh,90.43148071,23.71457728,152,-5.09,-32.1
Sample1178,India,88.38162,22.56318,152,-4.3,-26.2
Sample1179,India,88.40664,22.55906,152,-4.7,-30.2
Sample1180,India,88.39587,22.56032,152,-5.9,-40.1
Sample1181,India,88.41479,22.5381,152,-4.6,-28.7
Sample1182,India,88.37527,22.46613,152,-6,-41
Sample1183,India,88.56,23.22,152,-5.8,-43
Sample1184,Bangladesh,89.933,22.357,152.4,-4.2,-28
Sample1185,Bangladesh,90.36769,23.734,152.4,-5.03,-32.11
Sample1186,India,88.606153,23.233354,152.6666667,-5.334,-35.215
Sample1187,Bangladesh,90.37332894,23.77691815,155,-4.64,-30.6
Sample1188,India,88.22,23.72,155,-5.4,-35
Sample1189,India,88.68,22.7,155,-5.2,-33
Sample1190,India,88.553142,22.903501,156.6666667,-4.737,-30.852
Sample1191,India,88.51,22.75,158,-5,-32
Sample1192,India,88.869722,23.149722,158.6666667,-5.103,-34.236
Sample1193,India,88.894216,23.205652,159,-5.397,-35.309
Sample1194,India,88.918241,23.164666,159,-4.66,-32.005
Sample1195,India,88.47,22.68,159,-4.5,-30
Sample1196,Bangladesh,89.01507,23.253325,161.6666667,-5.182,-33.985
Sample1197,India,88.750035,23.22234,162,-4.727,-31.197
Sample1198,India,88.646667,23.183889,163.6666667,-4.889,-33.111
Sample1199,Bangladesh,89.8403,23.5825,164.6,-5.6,-39
Sample1200,India,88.54,22.944,165,-4.5,-29
Sample1201,India,88.544,22.927,165,-3.5,-20.9
Sample1202,India,88.583,22.945,165,-3.6,-22
Sample1203,India,88.543,22.943,165,-4.3,-27.9
Sample1204,India,88.546,22.986,165,-5.37,-34.3
Sample1205,India,88.637,22.908,165,-3.08,-21.35
Sample1206,India,88.613,22.95,165,-4.74,-30.61
Sample1207,India,88.568,22.962,165,-3.68,-21.7
Sample1208,India,88.558,22.974,165,-4.44,-31.62
Sample1209,Bangladesh,90.42846544,23.82875713,167,-4.71,-29.9
Sample1210,India,88.68,22.6,167,-4.9,-32
Sample1211,Bangladesh,90.44482,23.67719,167.64,-4.78,-32.24
Sample1212,India,88.883089,23.175067,167.6666667,-5.635,-37.829
Sample1213,India,88.594,22.983,168,-4.9,-30.8
Sample1214,Bangladesh,88.8503,23.65598,168,-5.77,-39.1
Sample1215,India,88.711389,23.159444,170,-4.626,-31.137
Sample1216,Bangladesh,89.98793,23.90159,170,-6.03,-42.6
Sample1217,Bangladesh,88.63483333,23.81383333,170,-4.75,-31
Sample1218,India,88.89772,23.12641,170.6666667,-5.284,-35.557
Sample1219,India,88.508,23.026,171,-4.9,-31.8
Sample1220,Bangladesh,89.166077,23.251961,171.3333333,-4.419,-27.774
Sample1221,India,88.523203,23.201633,171.3333333,-5.073,-33.524
Sample1222,Bangladesh,90.39658964,23.87523349,172,-4.89,-30.4
Sample1223,India,88.49179,22.75199,175,-4.58,-30.2
Sample1224,India,22.49811,22.74588,175,-4.19,-28.2
Sample1225,Bangladesh,90.42825004,23.79211234,175,-5.1,-32.4
Sample1226,India,22.48385,22.74236,176,-4.53,-30.9
Sample1227,India,88.64,23.14,176,-4.9,-31
Sample1228,India,88.875688,23.179331,176.6666667,-5.008,-34.076
Sample1229,India,88.559,23.034,177,-4.5,-29.9
Sample1230,Bangladesh,89.20195,23.264644,177,-4.429,-29.023
Sample1231,India,88.793056,23.188056,177,-4.478,-30.46
Sample1232,Bangladesh,89.116,22.860785,177.3333333,-3.675,-22.923
Sample1233,Bangladesh,89.343133,23.23604,178,-4.678,-30.201
Sample1234,Bangladesh,90.01205,23.87748,178,-4.98,-33.8
Sample1235,Bangladesh,90.00138889,23.86527778,178,-6.44,-45.2
Sample1236,Bangladesh,89.13782,23.260691,178.3333333,-3.964,-24.384
Sample1237,Bangladesh,90.41338904,23.71480072,179,-5.53,-36.9
Sample1238,India,88.860645,22.850895,179.3333333,-4.554,-29.753
Sample1239,India,88.730556,23.171944,180,-4.798,-32.164
Sample1240,Bangladesh,88.63483333,23.81383333,180,-4.27,-27.3
Sample1241,India,88.593467,23.172663,180.3333333,-5.308,-34.276
Sample1242,Bangladesh,89.291787,23.267911,182.3333333,-3.226,-23.786
Sample1243,India,88.651568,23.141686,182.6666667,-5.074,-32.457
Sample1244,Bangladesh,90.41243,23.70434,182.88,-5.19,-33.12
Sample1245,Bangladesh,90.49177,23.62699,182.88,-5.82,-37.75
Sample1246,Bangladesh,90.34527,23.77226,182.88,-5.3,-33.89
Sample1247,Bangladesh,90.43569,23.82118,182.88,-5.36,-33.98
Sample1248,Bangladesh,90.40624,23.73338,182.88,-5.31,-33.35
Sample1249,Bangladesh,90.9597,22.985,182.9,-3.1,-16
Sample1250,India,88.51,23.02,183,-4.8,-32
Sample1251,Bangladesh,89.9847,23.87409,183,-6.56,-47.6
Sample1252,Bangladesh,90.9226,23.3403,183,-3.53,-19.6
Sample1253,Bangladesh,89.242,22.897,183,-3.7,-26
Sample1254,Bangladesh,89.914,23.128,183,-4.7,-33
Sample1255,India,88.32395,22.49531,183,-6.5,-44.9
Sample1256,India,88.657518,22.839443,183.3333333,-5.305,-34.456
Sample1257,India,88.827726,23.216114,185,-4.057,-30.2
Sample1258,India,88.48,23.63,185,-5.8,-37
Sample1259,Bangladesh,89.8408,23.6033,185,-5.3,-42
Sample1260,Bangladesh,89.233246,23.278537,186,-4.973,-33.052
Sample1261,Bangladesh,89.175838,23.261722,188,-4.548,-28.521
Sample1262,India,88.65,22.32,189,-3.6,-19
Sample1263,India,88.62,22.86,190,-3.6,-23
Sample1264,Bangladesh,90.92,23.373,191,-3.8,-22
Sample1265,India,88.430926,23.2579,191.6666667,-4.708,-32.358
Sample1266,India,88.8,23.11,193,-5.4,-34
Sample1267,Bangladesh,89.021904,23.295386,193.3333333,-5.03,-32
Sample1268,India,88.861495,22.850699,193.3333333,-4.608,-29.812
Sample1269,Bangladesh,89.02071,23.266429,193.6666667,-3.474,-23.962
Sample1270,India,88.935816,23.186689,193.6666667,-5.351,-35.099
Sample1271,India,88.615,22.961,195,-3.82,-23.29
Sample1272,Bangladesh,90.02111111,23.87805556,195,-6.3,-42.9
Sample1273,Bangladesh,91.0064,23.174,195,-2.87,-13.5
Sample1274,India,88.25901,22.53813,195,-4.3,-27
Sample1275,Bangladesh,90.8353,23.0778,195.1,-1.9,-12
Sample1276,India,88.871728,23.217086,195.6666667,-4.914,-33.657
Sample1277,India,88.946869,23.194504,196.3333333,-5.135,-32.41
Sample1278,India,88.933449,23.18098,196.3333333,-5.583,-36.988
Sample1279,Bangladesh,90.66335,23.22587,198,-2.66,-14.7
Sample1280,Bangladesh,89.142,22.928,198,-4.2,-32
Sample1281,Bangladesh,89.842,23.078,198,-5.5,-37
Sample1282,Bangladesh,91.325,23.3,198,-5.2,-32
Sample1283,India,88.32956,22.50632,198,-3.6,-21.8
Sample1284,India,88.30039,22.48091,198,-6.7,-46
Sample1285,Bangladesh,NA,NA,198.12,-3.2,-18
Sample1286,India,88.808829,22.867201,198.3333333,-3.602,-22.414
Sample1287,India,88.709157,22.868398,198.6666667,-3.618,-26.664
Sample1288,India,88.75,22.95,200,-4.9,-31
Sample1289,India,88.30441,22.51063,201,-3.7,-21.7
Sample1290,India,88.3152,22.49783,201,-3.5,-21.7
Sample1291,India,88.31483,22.49345,201,-3.6,-21.9
Sample1292,India,88.29604,22.48465,201,-4,-24.8
Sample1293,India,88.30982,22.48608,201,-3.9,-24.9
Sample1294,India,88.30691,22.48358,201,-3.9,-24.5
Sample1295,India,88.82,23.05,202,-4.9,-30
Sample1296,Bangladesh,89.98666667,23.84055556,203,-5.24,-36.3
Sample1297,Bangladesh,90.8599,22.7676,203,-3.39,-18.9
Sample1298,India,88.43868,23.240958,205,-4.809,-31.175
Sample1299,Bangladesh,89.838,23.573,206,-6.3,-44
Sample1300,Bangladesh,89.343307,23.263669,206.6666667,-2.905,-22.245
Sample1301,India,88.30573,22.51246,207,-3.5,-21
Sample1302,India,88.30328,22.5121,207,-3.3,-19.7
Sample1303,India,88.30253,22.50626,207,-3.7,-21.7
Sample1304,India,88.28905,22.48527,207,-4.1,-25.6
Sample1305,India,88.28399,22.4837,207,-4.1,-25.8
Sample1306,India,88.3019,22.48438,207,-4,-24.9
Sample1307,India,88.674185,22.860746,210,-4.393,-30.2
Sample1308,Bangladesh,NA,NA,210,-6.7,-45
Sample1309,India,88.62,23.43,211,-5.6,-36
Sample1310,Bangladesh,88.971038,22.988203,211.3333333,-4.433,-28.738
Sample1311,Bangladesh,89.569,23.603,213,-5.1,-32
Sample1312,Bangladesh,90.187,25.094,213,-4.8,-31
Sample1313,Bangladesh,89.978,23.308,213,-4.6,-32
Sample1314,Bangladesh,90.103,23.242,213,-3.7,-21
Sample1315,Bangladesh,91.389,23,213,-2.9,-14
Sample1316,Bangladesh,90.103,23.242,213,-3.4,-23
Sample1317,India,88.3027,22.51149,213,-3.4,-20.1
Sample1318,India,88.30347,22.50258,213,-3.7,-21.8
Sample1319,India,88.31158,22.49541,213,-3.6,-21.7
Sample1320,India,88.28372,22.48171,213,-4.3,-26.7
Sample1321,India,88.30617,22.50535,213,-3.7,-22.8
Sample1322,India,88.30133,22.50754,213,-4,-23.5
Sample1323,Bangladesh,NA,NA,213.36,-3.11,-16.5
Sample1324,Bangladesh,NA,NA,213.36,-3.27,-18.3
Sample1325,Bangladesh,90.37054,23.76801,213.36,-4.78,-29.72
Sample1326,India,88.28372,22.48171,213.36,-4.262064307,-26.68683442
Sample1327,India,88.30617,22.50535,213.36,-3.742173088,-22.79368668
Sample1328,India,88.30133,22.50754,213.36,-3.965420854,-23.51145602
Sample1329,Bangladesh,89.347345,23.223428,215.3333333,-5.126,-34.23
Sample1330,India,88.46,23.76,217,-4.5,-30
Sample1331,Bangladesh,90.177,23.809,218,-4.2,-26
Sample1332,Bangladesh,90.8042,22.9806,219.5,-2.6,-14
Sample1333,Bangladesh,90.65393,23.23262,222,-2.74,-14.6
Sample1334,Bangladesh,90.9692,23.89,222,-3.46,-18.3
Sample1335,Bangladesh,90.8113,22.889,224,-3.3,-21
Sample1336,Bangladesh,88.63483333,23.81383333,225,-6.24,-42.6
Sample1337,Bangladesh,88.63483333,23.81383333,225,-6.12,-42.3
Sample1338,Bangladesh,88.63483333,23.81383333,225,-6.14,-42.3
Sample1339,Bangladesh,88.63483333,23.81383333,225,-5.3,-37.1
Sample1340,Bangladesh,91.3371,22.9837,225,-2.74,-16.3
Sample1341,Bangladesh,91.314,23.089,226,-2.7,-13
Sample1342,Bangladesh,90.361,23.203,227,-5.4,-34
Sample1343,India,88.41,24.16,228,-3.9,-24
Sample1344,Bangladesh,NA,NA,228.6,-4.54,-27.7
Sample1345,Bangladesh,90.36197,23.75027,228.6,-5.02,-30.73
Sample1346,India,88.28405,22.54366,228.6,-3.862828045,-24.32285432
Sample1347,India,88.26102,22.53528,228.6,-4.111107076,-25.91812606
Sample1348,Bangladesh,90.8561,22.9836,228.6,-2.9,-16
Sample1349,Bangladesh,90.66504,23.23609,229,-1.87,-7.1
Sample1350,Bangladesh,90.00861111,23.87277778,229,-6.04,-38.9
Sample1351,Bangladesh,89.363,23.1,229,-4.5,-29
Sample1352,India,88.28405,22.54366,229,-3.9,-24.3
Sample1353,India,88.26102,22.53528,229,-4.1,-25.9
Sample1354,India,88.48,23.74,230,-5.1,-32
Sample1355,India,88.85,22.69,230,-3.4,-19
Sample1356,Bangladesh,NA,NA,231.0384,-4.21,-30.1
Sample1357,Bangladesh,90.64477,23.77832,231.6,-4.25,-24.34
Sample1358,Bangladesh,89.992,23.337,234,-2.5,-12
Sample1359,Bangladesh,90.36697,23.73061,236.22,-5.14,-33.23
Sample1360,India,88.566,22.972,237,-2.88,-18.9
Sample1361,Bangladesh,90.37867,23.74468,237.744,-4.14,-23.66
Sample1362,Bangladesh,89.51,23.16,238,-5.5,-36
Sample1363,Bangladesh,89.164,22.75,238,-4.5,-34
Sample1364,India,88.46,22.44,240,-3.5,-20
Sample1365,India,88.48,22.4,240,-4.8,-30
Sample1366,Bangladesh,90.64007,23.2442,241,-2.56,-14.5
Sample1367,Bangladesh,90.9275,22.905,243.8,-3.1,-17
Sample1368,Bangladesh,90.9064,22.8239,243.8,-2,-16
Sample1369,Bangladesh,90.8092,22.9694,243.8,-2.1,-13
Sample1370,Bangladesh,90.43137,23.71846,243.84,-3.07,-15.06
Sample1371,Bangladesh,89.866,23.569,243.9,-5.5,-35
Sample1372,Bangladesh,89.77258,22.64624,244,-3.32,-21.3
Sample1373,Bangladesh,89.79641,22.65842,244,-3.31,-21.3
Sample1374,Bangladesh,89.76828,22.66404,244,-3.23,-22.2
Sample1375,Bangladesh,89.76493,22.67769,244,-2.35,-17.6
Sample1376,Bangladesh,89.283,23.168,244,-5.1,-33
Sample1377,Bangladesh,91.12,22.75,244,-1,-8
Sample1378,Bangladesh,90.358,22.433,244,-3.1,-18
Sample1379,Bangladesh,90.33,22.735,244,-2.7,-17
Sample1380,Bangladesh,90.855,23.232,244,-3.4,-22
Sample1381,Bangladesh,91.861,23.102,244,-2.6,-15
Sample1382,Bangladesh,90.103,22.801,244,-2.8,-17
Sample1383,Bangladesh,89.021128,23.233515,245,-4.424,-29.624
Sample1384,Bangladesh,90.083,23.822,247,-4.3,-29
Sample1385,Bangladesh,89.78781,22.66189,248,-3.74,-24
Sample1386,India,88.564,22.962,249,-3.32,-20.39
Sample1387,Bangladesh,89.133,23.175,250,-4.8,-34
Sample1388,Bangladesh,90.9917,22.9518,253,-3,-17
Sample1389,Bangladesh,91.119,22.731,256,-2.2,-10
Sample1390,Bangladesh,91.115,22.765,256,-1.9,-10
Sample1391,Bangladesh,90.3,22.861,259,-2.9,-16
Sample1392,Bangladesh,90.108,23.394,259,-3.2,-19
Sample1393,Bangladesh,90.252,22.846,259,-3,-16
Sample1394,Bangladesh,90.211,23.072,259,-3.2,-18
Sample1395,Bangladesh,90.39119,23.71192,259.08,-5.27,-34
Sample1396,Bangladesh,90.8894,22.8933,259.1,-3,-17
Sample1397,Bangladesh,90.9026,22.9258,259.1,-2.1,-9
Sample1398,Bangladesh,90.8999,22.9197,259.1,-2.1,-10
Sample1399,Bangladesh,NA,NA,260,-3.4,-20
Sample1400,Bangladesh,90.844,22.75,262,-3.1,-20
Sample1401,Bangladesh,90.9744,22.9253,262.1,-4,-23
Sample1402,Bangladesh,90.9685,23.0608,262.1,-2.9,-14
Sample1403,India,88.38,23.72,269,-3.6,-20
Sample1404,Bangladesh,89.577,22.788,270,-3.1,-15
Sample1405,Bangladesh,90.36936,23.83621,271.272,-5.28,-32.58
Sample1406,India,88.940719,22.856181,272,-3.178,-19.893
Sample1407,India,88.88,22.58,273,-3.1,-17
Sample1408,Bangladesh,89.075834,23.273886,273.3333333,-5.337,-35.377
Sample1409,India,88.573,22.996,274,-4.8,-31.7
Sample1410,Bangladesh,88.85034,23.65597,274,-5.69,-38.8
Sample1411,Bangladesh,90.094,22.664,274,-3,-18
Sample1412,Bangladesh,90.852,22.614,274,-2.4,-13
Sample1413,Bangladesh,90.175,21.946,274,-3.3,-19
Sample1414,Bangladesh,91.217,22.878,279,-2.7,-14
Sample1415,India,88.41,23.35,279,-4.3,-29
Sample1416,Bangladesh,89.933,22.357,280.5,-2.4,-11
Sample1417,Bangladesh,91.113,22.208,287,-2.3,-11
Sample1418,Bangladesh,90.117,22.658,287,-2.2,-13
Sample1419,Bangladesh,NA,NA,288.036,-2.95,-15.3
Sample1420,Bangladesh,90.41182,23.70913,289.56,-5.52,-35.58
Sample1421,Bangladesh,90.375,22.711,290,-2.9,-16
Sample1422,Bangladesh,89.577,22.788,290,-3.1,-20
Sample1423,Bangladesh,90.37384,23.81964,292.608,-4.51,-26.39
Sample1424,Bangladesh,89.95389,23.84818,293,-6.71,-46.7
Sample1425,Bangladesh,90.9742,23.0745,295.7,-2.6,-14
Sample1426,India,88.67,22.69,298,-3.4,-20
Sample1427,Bangladesh,90.442,22.442,299,-2.2,-15
Sample1428,Bangladesh,90.23,22.95,300,-3,-17
Sample1429,Bangladesh,90.139,21.906,300,-3.3,-19
Sample1430,Bangladesh,89.7198,22.66914,303,-2.34,-17
Sample1431,Bangladesh,90.50247,23.60708,304.8,-5.48,-34.91
Sample1432,Bangladesh,90.42056,23.73302,304.8,-3.15,-16.55
Sample1433,Bangladesh,89.72337,22.66508,305,-3,-19
Sample1434,Bangladesh,89.796,22.644,305,-3.5,-19
Sample1435,Bangladesh,90.439,22.728,305,-2.6,-17
Sample1436,Bangladesh,90.392,22.675,305,-2.8,-15
Sample1437,Bangladesh,90.408,22.464,305,-2.7,-15
Sample1438,Bangladesh,90.294,23.583,305,-3.3,-20
Sample1439,Bangladesh,90.231,22.123,305,-3.2,-19
Sample1440,Bangladesh,90.8203,22.9336,305,-2.1,-8
Sample1441,Bangladesh,89.538,22.831,310,-3.1,-16
Sample1442,Bangladesh,91.106,22.838,310,-2.1,-10
Sample1443,Bangladesh,90.243,22.03,311,-3.3,-19
Sample1444,Bangladesh,91.103,23.801,311,-2.6,-16
Sample1445,Bangladesh,90.231,22.123,317,-3.2,-19
Sample1446,Bangladesh,NA,NA,335.28,-1.87,-13.4
Sample1447,Bangladesh,90.44104,23.73696,335.28,-3.49,-18.48
Sample1448,Bangladesh,90.359,22.677,335.4,-3,-15
Sample1449,India,88.84,22.59,362,-3.6,-20
Sample1450,Bangladesh,90.909,22.9379,365.8,-2.3,-10
Sample1451,India,88.77,22.93,409,-3.7,-22
Sample1452,Bangladesh,NA,NA,426.72,-3.01,-18.1
Sample1453,Bangladesh,90.58828976,23.76333568,246.1538462,-5.130566467,-31.86668947
Sample1454,Bangladesh,90.72022269,23.71396461,307.3846154,-5.090453376,-31.35385133
Sample1455,Bangladesh,90.6896975,23.74807463,190.7692308,-4.925515443,-30.53132585
Sample1456,Bangladesh,90.63913452,23.81097173,200,-5.87342018,-38.20098067
Sample1457,Bangladesh,90.63467554,23.82522842,246.1538462,-4.407088353,-26.62973869
Sample1458,Bangladesh,90.62031376,23.75162501,184.6153846,-4.899528584,-29.91219802
Sample1459,Bangladesh,90.68814889,23.78910516,246.1538462,-4.328980799,-25.3386634
Sample1460,Bangladesh,90.60251164,23.82438279,246.1538462,-2.988638121,-15.02968272
Sample1461,Bangladesh,90.64495107,23.77876474,215.3846154,-3.960278835,-23.60737752
Sample1462,Bangladesh,90.63403268,23.78002104,246.1538462,-4.423534391,-26.08043481
Sample1463,Bangladesh,90.62261,23.7922563,184.6153846,-4.214158929,-24.46053575
Sample1464,Bangladesh,90.61914184,23.79414442,246.1538462,-5.131064479,-31.52891165
Sample1465,Bangladesh,90.66286232,23.76945026,215.3846154,-4.493434694,-26.41325968
Sample1466,Bangladesh,90.72389982,23.77826879,276.9230769,-4.787263743,-29.87160726
Sample1467,Bangladesh,90.62762656,23.78671769,215.3846154,-4.850886986,-29.4389493
Sample1468,Bangladesh,90.61988274,23.79312162,200,-4.200072219,-24.86690887
Sample1469,Bangladesh,90.69101258,23.77831824,203.0769231,-4.870250732,-29.49167891
Sample1470,Bangladesh,90.62669635,23.79769856,230.7692308,-5.347277679,-33.19852581
Sample1471,Bangladesh,90.66493044,23.69041355,261.5384615,-4.832346977,-29.7133257
Sample1472,Bangladesh,90.64882169,23.77782392,224.6153846,-4.193537642,-24.57780488
Sample1473,Bangladesh,90.63598102,23.78826621,246.1538462,-4.952520815,-30.56113993
Sample1474,Bangladesh,90.69031993,23.7498192,307.3846154,-4.728920493,-28.27511238
Sample1475,Bangladesh,90.62943388,23.74379055,246.1538462,-5.367370526,-33.34451447
Sample1476,Bangladesh,90.62271093,23.79290921,230.7692308,-4.160264158,-24.01829575
Sample1477,Bangladesh,90.60293519,23.79820902,215.3846154,-5.187590339,-32.19450843
Sample1478,Bangladesh,90.62374375,23.7929346,184.6153846,-4.142694839,-23.80234016
Sample1479,Bangladesh,90.63381196,23.75681116,184.6153846,-4.924716865,-30.25513834
Sample1480,Bangladesh,90.6407775,23.79211059,190.7692308,-5.702142319,-36.81368093
Sample1481,Bangladesh,NA,NA,0,-5.919963539,-36.54626372
Sample1482,Bangladesh,NA,NA,0,-4.810704025,-28.11363697
Sample1483,Bangladesh,NA,NA,0,-4.916912067,-29.59065032
Sample1484,Bangladesh,NA,NA,0,-4.544344721,-26.30232595
Sample1485,Bangladesh,NA,NA,0,-5.105257882,-30.88222287
Sample1486,India,88.58726667,23.02035,4.572,-4.8046472,-27.06453697
Sample1487,Bangladesh,90.122,21.814,6,-4.1,-19
Sample1488,Bangladesh,NA,NA,6.68,-4.3,-23.1
Sample1489,Bangladesh,88.2689,24.5742,7.9,-5.8,-36
Sample1490,Bangladesh,NA,NA,8.31,-3.7,-18.7
Sample1491,India,NA,NA,8.5,-4.76,-27.89
Sample1492,India,NA,NA,9.1,-4.34,-24.94
Sample1493,Bangladesh,90.8372,22.9603,9.8,-4.6,-27
Sample1494,Bangladesh,NA,NA,10.54,-4.3,-22.7
Sample1495,Bangladesh,89.92,26.153,11,-4.4,-23
Sample1496,Bangladesh,90.8378,23.0006,11,-3.9,-19
Sample1497,Bangladesh,90.9111,22.9439,11,-4.3,-24
Sample1498,Bangladesh,88.915,25.778,12,-4.6,-26
Sample1499,Bangladesh,90.234,23.824,12,-5.4,-33
Sample1500,Bangladesh,90.514,24.809,12,-3.9,-18
Sample1501,Bangladesh,88.648,25.655,12,-5.1,-26
Sample1502,Bangladesh,89.866,25.226,12,-5,-25
Sample1503,Bangladesh,90.19,25.09,12,-4.2,-22
Sample1504,Bangladesh,90.569,24.95,12,-3.8,-18
Sample1505,Bangladesh,NA,NA,13.68,-4.4,-24.7
Sample1506,India,NA,NA,13.7,-4.82,-28.12
Sample1507,Bangladesh,90.8194,23.0167,14,-9.6,-64
Sample1508,Bangladesh,90.8319,23.0758,14,-4.5,-26
Sample1509,Bangladesh,89.7383,23.6372,14,-4.5,-24
Sample1510,Bangladesh,90.034,23.858,15,-4.17,-22.4
Sample1511,Bangladesh,90.003,25.051,15,-3.8,-17
Sample1512,Bangladesh,90.178,24.972,15,-5.1,-29
Sample1513,India,NA,NA,15.2,-4.4,-20.71
Sample1514,India,NA,NA,15.2,-3.97,-19.77
Sample1515,India,NA,NA,15.2,-3.73,-17.69
Sample1516,India,NA,NA,15.2,-4.77,-27.27
Sample1517,India,NA,NA,15.2,-4.92,-28.66
Sample1518,India,NA,NA,15.2,-4.58,-23.83
Sample1519,India,88.2963,24.2309,15.9,-5.48,-34.1
Sample1520,Bangladesh,90.637,23.545,16,-3.6,-16
Sample1521,Bangladesh,91.094,23.012,17,-4.9,-28
Sample1522,India,NA,NA,17,-6.46,-40.87
